loss,binary_accuracy,val_loss,val_binary_accuracy
0.0633053332567215,0.914570689201355,0.0603354275226593,0.9178728461265564
0.061114873737096786,0.917011559009552,0.05882808566093445,0.9196435809135437
0.05959462374448776,0.9187222123146057,0.05774138495326042,0.9209373593330383
0.05859062820672989,0.9198535084724426,0.0564904622733593,0.9223825931549072
0.05774594843387604,0.9207770228385925,0.05579601228237152,0.9231241941452026
0.05696145445108414,0.9217200875282288,0.05560116842389107,0.9233508110046387
0.05622803792357445,0.9226109385490417,0.054397810250520706,0.9248160123825073
0.05568065494298935,0.9232728481292725,0.05427398160099983,0.9249927401542664
0.055063165724277496,0.9240517616271973,0.05403301119804382,0.9254674315452576
0.054691411554813385,0.9245278239250183,0.05438903719186783,0.9248967170715332
0.05411060154438019,0.9252802133560181,0.05245527625083923,0.9273772835731506
0.05367579683661461,0.9258243441581726,0.05393602326512337,0.9255015850067139
