loss,binary_accuracy,val_loss,val_binary_accuracy
0.059987135231494904,0.9188069105148315,0.05873919278383255,0.9203711748123169
0.05792441591620445,0.9210419058799744,0.0578545480966568,0.9208972454071045
0.056600719690322876,0.9224357604980469,0.057440388947725296,0.9220930933952332
0.05556362122297287,0.9235567450523376,0.056156329810619354,0.923026442527771
0.054727714508771896,0.9245137572288513,0.056007083505392075,0.9231945276260376
0.05404471978545189,0.9252766370773315,0.05552508682012558,0.9239637851715088
0.053390614688396454,0.9260286092758179,0.054993681609630585,0.9245342016220093
0.05277513712644577,0.9267565608024597,0.05476611852645874,0.9242871403694153
0.052232202142477036,0.9274296164512634,0.054254673421382904,0.925407886505127
0.051771026104688644,0.9279893636703491,0.05379994586110115,0.9260653853416443
0.051378458738327026,0.9284854531288147,0.053986161947250366,0.9259664416313171
0.05091817304491997,0.9290691018104553,0.05342306196689606,0.9265985488891602
0.050485264509916306,0.9296489953994751,0.05302876979112625,0.9270787239074707
0.050119344145059586,0.9301220774650574,0.053029824048280716,0.9271676540374756
0.0498109795153141,0.9305302500724792,0.05340944975614548,0.9261326789855957
