loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.028083661571145058,0.09451718628406525,0.026976533234119415,0.08871409296989441
0.026457330211997032,0.09044855087995529,0.026151476427912712,0.08856437355279922
0.02539815939962864,0.08767467737197876,0.026017220690846443,0.08556991815567017
0.02458401396870613,0.08560506254434586,0.025091370567679405,0.0841938927769661
0.02395549789071083,0.08398502320051193,0.025059480220079422,0.08383340388536453
0.023461107164621353,0.0826440379023552,0.024314135313034058,0.08219774067401886
0.022991394624114037,0.08145129680633545,0.02439657598733902,0.08196065574884415
0.02255762740969658,0.08028381317853928,0.024402998387813568,0.07924330979585648
0.02222847379744053,0.0794038474559784,0.02394011989235878,0.08135486394166946
0.021913660690188408,0.07867474108934402,0.023611510172486305,0.08010830730199814
0.021650608628988266,0.077949158847332,0.023449037224054337,0.08037225902080536
0.021359741687774658,0.07723212987184525,0.02337895706295967,0.0793142169713974
0.02109583467245102,0.07655774056911469,0.023079507052898407,0.0791177749633789
0.020846733823418617,0.07586965709924698,0.023144898936152458,0.07795388996601105
0.02066163718700409,0.0754224881529808,0.022899406030774117,0.07777000218629837
