loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.039627693593502045,0.129905566573143,0.06869823485612869,0.19255612790584564
0.011343177407979965,0.08580369502305984,0.012821463868021965,0.09145957976579666
0.01023541484028101,0.08083464205265045,0.015668293461203575,0.09178125113248825
0.009886864572763443,0.07853776961565018,0.015058843418955803,0.08955834805965424
0.008757908828556538,0.07386615127325058,0.010186739265918732,0.07916383445262909
0.008426115848124027,0.07215336710214615,0.008767404593527317,0.0721999853849411
0.008407440036535263,0.07218721508979797,0.012658403255045414,0.08611392974853516
0.008224873803555965,0.07090860605239868,0.007932041771709919,0.06758136302232742
0.007888871245086193,0.06917636841535568,0.01513380091637373,0.09501343965530396
0.007656876463443041,0.06834392994642258,0.011221370659768581,0.08220062404870987
0.007458302192389965,0.06696023792028427,0.011439225636422634,0.08040149509906769
0.0074693020433187485,0.06715667992830276,0.007725317496806383,0.06688450276851654
0.007291375193744898,0.06618838012218475,0.008115545846521854,0.06816684454679489
0.007179935462772846,0.06538323312997818,0.008392845280468464,0.06976576894521713
0.007053239271044731,0.06502654403448105,0.007298772223293781,0.063860684633255
