loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.016319461166858673,0.09062432497739792,0.7522708773612976,0.667695164680481
0.006966191343963146,0.058800313621759415,0.007371580693870783,0.06505469232797623
0.005722983740270138,0.05454588308930397,0.006711968220770359,0.05967779830098152
0.0045008291490375996,0.048748038709163666,0.005068921949714422,0.049264729022979736
0.004085247404873371,0.046115774661302567,0.005802749190479517,0.05094331130385399
0.0038728774525225163,0.04470761492848396,0.005703350529074669,0.05120766907930374
0.0037139365449547768,0.04382488876581192,0.004681145306676626,0.04786495864391327
0.003598736599087715,0.04313956946134567,0.00422164099290967,0.046991005539894104
0.003458236111328006,0.0422675646841526,0.003333077300339937,0.03953105956315994
0.0033927098847925663,0.04194933548569679,0.003486600238829851,0.04107234254479408
0.003250827081501484,0.04097360372543335,0.003210128052160144,0.039036430418491364
0.0031684793066233397,0.04049549624323845,0.003261171281337738,0.04031602665781975
0.0031142791267484426,0.040183667093515396,0.0038115866482257843,0.045462075620889664
0.0029848841950297356,0.03928850591182709,0.002788632409647107,0.03684085234999657
0.0029266467317938805,0.03894660249352455,0.0034952312707901,0.04146302491426468
0.002858642488718033,0.0385516919195652,0.002879659179598093,0.03746257349848747
0.002733351895585656,0.0376417450606823,0.0027637947350740433,0.03816228359937668
0.002666099928319454,0.03723511844873428,0.002619364997372031,0.03478139638900757
0.002602154156193137,0.03685089573264122,0.0026730867102742195,0.03509731590747833
0.0025098153855651617,0.036136921495199203,0.0028348530177026987,0.03603966906666756
