loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.06691540777683258,0.180545836687088,0.09372710436582565,0.2609201669692993
0.054568514227867126,0.1600445657968521,0.09678782522678375,0.22675645351409912
0.05138156935572624,0.15371569991111755,0.08056517690420151,0.22403502464294434
0.05014003813266754,0.1505194753408432,0.08098559826612473,0.20863859355449677
0.048340633511543274,0.1469797044992447,0.07668085396289825,0.19008253514766693
0.047597698867321014,0.14500641822814941,0.11934345215559006,0.268659770488739
0.04699433967471123,0.1439141184091568,0.0551588349044323,0.16328175365924835
0.045869130641222,0.1413286030292511,0.04744927957653999,0.14976690709590912
0.04496553912758827,0.13922637701034546,0.04935524985194206,0.1407427042722702
0.04509660601615906,0.13922125101089478,0.046534422785043716,0.1411842405796051
0.04427299275994301,0.13766734302043915,0.060556624084711075,0.18838748335838318
0.04344626143574715,0.13569027185440063,0.052258044481277466,0.16434121131896973
