loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.04113387688994408,0.12647557258605957,0.0424879714846611,0.1291169673204422
0.040048934519290924,0.12423767894506454,0.043518733233213425,0.13444140553474426
0.03877290338277817,0.121490478515625,0.04322289302945137,0.14343523979187012
0.03802409768104553,0.11979362368583679,0.04128073528409004,0.1146407350897789
0.03641954064369202,0.11586807668209076,0.03530844673514366,0.11291862279176712
0.035266973078250885,0.11356541514396667,0.03529718890786171,0.11176709830760956
0.03407248854637146,0.11021184921264648,0.04471278935670853,0.14344669878482819
0.03304651379585266,0.10819537937641144,0.03377862647175789,0.10583340376615524
0.03206200897693634,0.10572408884763718,0.032545678317546844,0.0992012619972229
0.031104249879717827,0.10322768986225128,0.03166808933019638,0.0976884514093399
0.030714208260178566,0.10203865170478821,0.030491339042782784,0.09851592779159546
0.029733410105109215,0.09982568025588989,0.029293570667505264,0.09699863195419312
0.029239794239401817,0.09854412823915482,0.02950276806950569,0.09533434361219406
0.028645340353250504,0.09689486771821976,0.029141288250684738,0.09608306735754013
0.028093840926885605,0.09544208645820618,0.027798019349575043,0.0945008173584938
0.02769341692328453,0.09442029893398285,0.02771756239235401,0.09861800819635391
0.02704925648868084,0.09286971390247345,0.02701738476753235,0.09261956810951233
0.02685375325381756,0.09214547276496887,0.02876272238790989,0.08897623419761658
0.026676656678318977,0.09174353629350662,0.026578085497021675,0.09071872383356094
0.026433389633893967,0.09103406220674515,0.026177622377872467,0.08612668514251709
