loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.014932057820260525,0.08307573199272156,0.0068074120208621025,0.06526779383420944
0.007296506781131029,0.06394173949956894,0.008696689270436764,0.06788675487041473
0.00587198231369257,0.05786971002817154,0.014058168977499008,0.08845118433237076
0.00529520632699132,0.054658226668834686,0.007153310813009739,0.059397511184215546
0.0051521966233849525,0.05379248037934303,0.005888283718377352,0.05485042184591293
0.004764570854604244,0.05149334296584129,0.005402898881584406,0.05343988165259361
0.004992664325982332,0.05267133191227913,0.00475539593026042,0.05232510715723038
0.0044409530237317085,0.04963627830147743,0.0053401365876197815,0.05695955082774162
0.004261163529008627,0.04853462800383568,0.004321633838117123,0.04864083230495453
0.0040619513019919395,0.04724591225385666,0.004042343236505985,0.04569254815578461
0.003996489569544792,0.046945761889219284,0.00605773413553834,0.05285834148526192
0.0038291108794510365,0.04585316404700279,0.003699170658364892,0.046139493584632874
0.003700155531987548,0.04500386118888855,0.0046349940821528435,0.04714176803827286
0.003878975287079811,0.04623517766594887,0.004371851682662964,0.04762917757034302
0.003789483103901148,0.04570094496011734,0.003866360755637288,0.04484944045543671
0.003445675130933523,0.04352778568863869,0.005186143331229687,0.05629206821322441
0.0032322469633072615,0.04208040609955788,0.003449800657108426,0.04270809888839722
0.0031090709380805492,0.04131530597805977,0.0035016871988773346,0.04410490766167641
0.0030067614279687405,0.04060433804988861,0.003524637781083584,0.04305674508213997
0.0029313203413039446,0.040092602372169495,0.0033267117105424404,0.04049282893538475
